Year	EW(m)	NS(m)	UD(m)
2000.29918	-0.00988	0.03459	0.00356
2000.30191	-0.00883	0.03366	-0.00459
2000.30464	-0.01003	0.03263	0.00486
2000.30738	-0.00916	0.03135	0.00072
2000.31011	-0.01206	0.03461	0.00893
2000.31284	-0.01021	0.03392	0.00693
2000.31557	-0.01077	0.03326	0.00126
2000.31831	-0.01182	0.0345	0.00429
2000.32104	-0.01159	0.03198	0.00489
2000.32377	-0.01127	0.03384	0.00274
2000.3265	-0.01198	0.03337	0.00289
2000.32923	-0.01052	0.03337	0.00679
2000.33197	-0.01241	0.03461	0.00715
2000.3429	-0.01348	0.03497	0.00174
2000.34563	-0.01243	0.03238	0.00392
2000.34836	-0.01179	0.03423	0.00222
2000.35109	-0.01073	0.03297	0.00604
2000.35383	-0.01217	0.03565	0.00266
2000.35656	-0.01262	0.0351	0.00669
2000.35929	-0.00951	0.03374	0.01139
2000.36202	-0.01251	0.0343	0.00218
2000.36475	-0.01175	0.03528	0.00675
2000.36749	-0.01107	0.03459	0.00067
2000.37022	-0.0102	0.03491	0.00574
2000.37295	-0.01296	0.03645	0.00729
2000.37568	-0.0126	0.03431	0.00535
2000.37842	-0.01346	0.03562	0.00579
2000.38115	-0.0146	0.03438	0.00395
2000.38388	-0.01188	0.03638	0.00744
2000.38661	-0.01316	0.0348	0.00015
2000.38934	-0.01187	0.03402	0.0044
2000.39208	-0.0127	0.03517	0.00747
2000.39481	-0.01374	0.03585	0.00259
2000.39754	-0.01626	0.03649	0.00509
2000.40027	-0.01296	0.03472	0.00153
2000.40301	-0.00929	0.03358	0.00256
2000.40574	-0.01344	0.03519	0.0119
2000.40847	-0.01143	0.03571	0.00412
2000.4112	-0.01291	0.03696	0.00949
2000.41393	-0.01309	0.03592	0.0169
2000.41667	-0.01416	0.03569	0.00551
2000.4194	-0.01235	0.03612	0.00238
2000.42213	-0.01485	0.03629	0.00477
2000.42486	-0.01412	0.03535	0.01318
2000.4276	-0.01278	0.03548	0.01526
2000.43033	-0.01316	0.03506	0.00332
2000.43306	-0.01172	0.03758	0.01364
2000.43579	-0.00994	0.03881	0.01207
2000.43852	-0.01392	0.03705	0.01056
2000.44126	-0.01332	0.03667	0.00206
2000.44399	-0.01126	0.03961	0.00093
2000.44672	-0.01214	0.03561	0.00941
2000.44945	-0.01443	0.03524	0.01102
2000.45219	-0.01319	0.03802	0.01493
2000.45492	-0.0136	0.03878	0.00351
2000.45765	-0.01401	0.03896	0.01346
2000.46038	-0.01338	0.03836	0.0048
2000.46311	-0.01464	0.03818	0.00323
2000.46585	-0.01091	0.03961	0.00971
2000.46858	-0.01121	0.03701	0.00862
2000.47131	-0.01424	0.03841	0.01656
2000.47404	-0.01446	0.0402	0.02165
