YYYY	EW(m)	NS(m)	UD(m)
2014.90274	-0.0476	0.1216544	-0.00068
2014.90548	-0.04783	0.1215844	-0.00132
2014.90822	-0.04724	0.1221344	-0.00085
2014.91096	-0.04739	0.1195444	-0.00322
2014.9137	-0.04741	0.1223444	-0.00369
2014.91644	-0.04605	0.1192444	0.00268
2014.91918	-0.04714	0.1213844	0.0025
2014.92192	-0.04775	0.1206844	0.00247
2014.92466	-0.04777	0.1206644	0.00214
2014.9274	-0.04643	0.1220444	-0.00067
2014.93014	-0.04778	0.1226044	-0.00091
2014.93288	-0.04816	0.1234644	-0.00363
2014.93562	-0.04796	0.1227744	-0.00238
2014.93836	-0.04735	0.1221144	-0.00554
2014.9411	-0.04833	0.1229444	-0.00369
2014.94658	-0.04826	0.1232244	0.00042
2014.94932	-0.04867	0.1229644	-0.00249
2014.95205	-0.0474	0.1235044	-0.00675
2014.95479	-0.04822	0.1246244	-0.00408
2014.95753	-0.04751	0.1223544	-0.0025
2014.96027	-0.04813	0.1226344	0.00082
2014.96301	-0.04934	0.1244744	-0.00351
2014.96575	-0.04901	0.1251544	-0.0028
2014.96849	-0.04925	0.1229244	-0.00055
2014.97123	-0.04802	0.1228744	-0.00188
2014.97397	-0.04787	0.1238844	0.00014
2014.97671	-0.04752	0.1246444	-0.00185
2014.97945	-0.04877	0.1248744	-0.0059
2014.98219	-0.0484	0.1250344	-0.00689
2014.98493	-0.04996	0.1264044	-0.00466
2014.98767	-0.04897	0.1247844	-0.00206
2014.99041	-0.04901	0.1253544	-0.00013
2014.99315	-0.04826	0.1244244	0.00076
2014.99589	-0.04841	0.1246044	-0.00463
2014.99863	-0.04812	0.1235444	-0.00038
2015.00137	-0.0493	0.1244244	0.00188
2015.00411	-0.05029	0.1251444	-0.00018
2015.00685	-0.05037	0.1255544	0.00403
2015.00959	-0.04806	0.1249944	0.00119
2015.01233	-0.04809	0.1254444	0.00361
2015.01507	-0.0496	0.1240344	0.0037
2015.01781	-0.04989	0.1246244	-0.00046
2015.02055	-0.04954	0.1255944	-0.0011
2015.02329	-0.04947	0.1263644	-0.0013
2015.02603	-0.04958	0.1271744	0.0003
2015.02877	-0.04972	0.1259544	-0.00474
2015.03151	-0.05016	0.1272644	-0.00325
2015.03425	-0.04977	0.1279644	-0.00649
2015.03699	-0.04999	0.1272144	-0.00474
2015.03973	-0.04957	0.1258244	-0.00493
2015.04247	-0.05022	0.1267344	-0.00352
2015.04521	-0.04927	0.1254144	-0.00072
2015.04795	-0.05019	0.1284544	0.0003
2015.05068	-0.04899	0.1268144	-0.00226
2015.05342	-0.04948	0.1276344	-0.00223
2015.05616	-0.05266	0.1280744	0.0007
2015.0589	-0.05083	0.1275844	0.00291
2015.06164	-0.05014	0.1277444	0.00071
2015.06438	-0.04992	0.1278544	-0.00384
2015.06712	-0.05039	0.1279244	0.00055
2015.06986	-0.04892	0.1275144	-0.00233
2015.0726	-0.04972	0.1284244	-0.00203
2015.07534	-0.04941	0.1280644	-0.0032
2015.07808	-0.04984	0.1287044	-0.00272
2015.08082	-0.05112	0.1283344	-0.0032
2015.08356	-0.05105	0.1289444	-0.00384
2015.0863	-0.05076	0.1296744	-0.00307
2015.08904	-0.05136	0.1282744	-0.00296
2015.09178	-0.0503	0.1287344	-0.00509
2015.09452	-0.05086	0.1284244	0.00079
2015.09726	-0.05076	0.1279944	-0.0008
2015.1	-0.05051	0.1293644	-0.00233
2015.10274	-0.04972	0.1303444	-0.00727
2015.10548	-0.04971	0.1288144	0.00062
2015.10822	-0.0505	0.1284644	0.00373
2015.11096	-0.04986	0.1301544	0.00159
2015.1137	-0.05089	0.1308744	0.00401
2015.11644	-0.05059	0.1302144	0.00429
2015.11918	-0.05099	0.1297744	0.00389
2015.12192	-0.05011	0.1305144	0.00162
2015.12466	-0.05098	0.1291844	0.00157
2015.1274	-0.05063	0.1306544	0.00172
2015.13014	-0.05003	0.1299544	-0.00286
2015.13288	-0.05091	0.1297044	-0.00187
2015.13562	-0.05067	0.1303344	-0.00386
2015.13836	-0.04955	0.1306144	-0.01109
2015.1411	-0.04975	0.1302344	-0.00274
2015.14384	-0.04859	0.1295344	-0.00118
2015.14658	-0.04928	0.1294744	0.00035
2015.14932	-0.04927	0.1294544	0.00044
2015.15205	-0.04901	0.1306744	-0.00394
2015.15479	-0.04994	0.1301144	-0.00086
2015.15753	-0.04922	0.1299744	-0.0046
2015.16027	-0.04997	0.1305444	-0.00286
2015.16301	-0.05082	0.1287044	0.00301
2015.16575	-0.04835	0.1308844	0.00137
2015.16849	-0.0494	0.1292844	0.00071
2015.17123	-0.0486	0.1298244	-0.00003
2015.17397	-0.0494	0.1299844	0.00126
2015.17671	-0.04989	0.1309644	0.00319
2015.17945	-0.04823	0.1291044	0.00359
2015.18219	-0.0476	0.1301644	-0.00507
2015.18493	-0.04882	0.1297544	0.00158
2015.18767	-0.04782	0.1299244	0.00282
2015.19041	-0.04941	0.1307744	0.00505
2015.19315	-0.04852	0.1302544	0.00592
2015.19589	-0.05008	0.1308444	0.00545
2015.19863	-0.04909	0.1310144	0.0037
2015.20137	-0.05069	0.1309644	0.00581
2015.20411	-0.04847	0.1323044	0.00782
2015.20685	-0.05023	0.1310644	0.00498
2015.20959	-0.04924	0.1311844	0.0101
2015.21233	-0.04895	0.1308944	0.00747
2015.21507	-0.05071	0.1319744	0.0069
2015.21781	-0.05084	0.1328944	0.00673
2015.22055	-0.05004	0.1321744	0.00244
2015.22329	-0.05098	0.1318344	0.00151
2015.22603	-0.0515	0.1322544	0.00316
2015.22877	-0.05254	0.1320544	0.00255
2015.23151	-0.05306	0.1320144	0.00624
2015.23425	-0.05206	0.1310244	0.00895
2015.23699	-0.05198	0.1325944	0.00658
2015.23973	-0.05269	0.1324444	0.00574
2015.24247	-0.05306	0.1354344	0.00575
2015.24521	-0.04823	0.1335044	0.00435
2015.24795	-0.05207	0.1332444	0.00427
2015.25068	-0.05135	0.1325844	0.00489
2015.25342	-0.05084	0.1350444	0.006
2015.25616	-0.05024	0.1334044	0.00556
2015.2589	-0.05079	0.1332044	0.00284
2015.26164	-0.05144	0.1325844	0.00184
2015.26438	-0.05246	0.1330044	0.00407
2015.26712	-0.05249	0.1338944	0.00171
2015.26986	-0.05309	0.1328044	-0.00156
2015.2726	-0.0521	0.1332244	0.00347
2015.27534	-0.05198	0.1326444	-0.0018
2015.27808	-0.05408	0.1334744	-0.00093
2015.28082	-0.05468	0.1349244	0.00206
2015.28356	-0.05355	0.1320044	0.01018
2015.2863	-0.05347	0.1332744	0.0058
2015.28904	-0.0527	0.1353544	0.00295
2015.29178	-0.05259	0.1348044	0.00283
2015.29452	-0.05301	0.1341044	0.00357
2015.29726	-0.05253	0.1325544	0.00452
2015.3	-0.05287	0.1342544	0.00696
2015.30274	-0.05319	0.1353644	0.00292
2015.30548	-0.05338	0.1345644	0.00524
2015.30822	-0.05154	0.1336444	0.0011
2015.31096	-0.05444	0.1348244	0.00219
2015.3137	-0.0532	0.1341244	0.00324
2015.31644	-0.05347	0.1362744	0.00464
2015.31918	-0.05403	0.1349844	0.00049
2015.32192	-0.05296	0.1345144	0.00069
2015.32466	-0.0541	0.1354344	0.00397
2015.3274	-0.05478	0.1369944	0.00357
2015.33014	-0.05379	0.1345044	0.00186
2015.33288	-0.05091	0.1349444	-0.00462
2015.33562	-0.05069	0.1366644	0.00078
2015.33836	-0.05292	0.1347744	0.00282
2015.3411	-0.05255	0.1364544	0.00223
2015.34384	-0.05052	0.1346444	-0.00005
2015.34658	-0.05164	0.1360644	0.00097
2015.34932	-0.05229	0.1370244	0.00148
2015.35205	-0.05278	0.1372844	0.00032
2015.35479	-0.05217	0.1331644	-0.00389
2015.35753	-0.054	0.1378644	0.00497
2015.36027	-0.05399	0.1349144	0.01018
2015.36301	-0.05317	0.1365444	0.00321
2015.36575	-0.0528	0.1374544	0.00341
2015.36849	-0.05228	0.1358644	0.00255
2015.37123	-0.05312	0.1351244	0.00617
2015.37397	-0.05131	0.1360544	0.004
2015.37671	-0.04983	0.1367144	0.00237
2015.37945	-0.05315	0.1363944	0.00353
2015.38219	-0.05383	0.1370644	0.00357
2015.38493	-0.05311	0.1362444	0.00497
2015.38767	-0.05345	0.1369344	0.00314
2015.39041	-0.05399	0.1369144	0.00979
2015.39315	-0.05453	0.1383544	0.00608
2015.39589	-0.054	0.1371944	0.007
2015.39863	-0.05382	0.1376844	0.00654
2015.40137	-0.05444	0.1395844	0.00909
2015.40411	-0.05194	0.1377844	0.00507
2015.40685	-0.05201	0.1382644	0.00261
2015.40959	-0.05303	0.1377444	0.00596
2015.41233	-0.0551	0.1376444	0.00761
2015.41507	-0.05148	0.1365444	0.00187
2015.41781	-0.05223	0.1386144	0.00458
2015.42055	-0.0546	0.1391744	0.00828
2015.42329	-0.05263	0.1377344	0.007
2015.42603	-0.0536	0.1392544	0.01126
2015.42877	-0.05221	0.1394944	0.00492
2015.43151	-0.0501	0.1397944	-0.00085
2015.43425	-0.05257	0.1385344	0.00712
2015.43699	-0.05253	0.1408044	0.01
2015.43973	-0.05191	0.1391244	0.00997
2015.44247	-0.05254	0.1395844	0.00922
2015.44521	-0.05382	0.1407744	0.01176
2015.44795	-0.05416	0.1409144	0.01168
2015.45068	-0.05445	0.1390344	0.00882
2015.45342	-0.05284	0.1401744	0.00648
2015.45616	-0.05134	0.1399144	0.01018
2015.4589	-0.05195	0.1404544	0.00526
2015.46164	-0.05262	0.1399444	0.00758
2015.46438	-0.05272	0.1395444	0.00177
2015.46712	-0.05472	0.1409644	0.01064
2015.46986	-0.05432	0.1431644	0.01161
2015.4726	-0.05299	0.1408744	0.00704
2015.47534	-0.05348	0.1420644	0.00718
2015.47808	-0.05362	0.1406344	0.01221
2015.48082	-0.05488	0.1409344	0.01225
2015.48356	-0.05519	0.1403744	0.01204
2015.4863	-0.05491	0.1414444	0.00878
2015.48904	-0.05234	0.1404544	0.00176
2015.49178	-0.05401	0.1420244	0.00674
2015.49452	-0.05336	0.1408044	0.01178
2015.49726	-0.05286	0.1400644	0.0142
2015.5	-0.05324	0.1429644	0.00742
2015.50274	-0.05556	0.1419644	-0.00016
2015.50548	-0.05252	0.1435144	0.00235
2015.50822	-0.05558	0.1419944	0.00678
2015.51096	-0.05563	0.1425044	0.00831
2015.5137	-0.05822	0.1428244	0.00972
2015.51644	-0.0583	0.1447144	0.01294
2015.51918	-0.05622	0.1406744	0.00699
2015.52192	-0.05475	0.1411544	0.01117
2015.52466	-0.05576	0.1443244	0.01383
2015.5274	-0.05502	0.1448544	0.01605
2015.53014	-0.05637	0.1449344	0.01282
2015.53288	-0.055	0.1413544	0.00928
2015.53562	-0.05609	0.1434444	0.00421
2015.53836	-0.05644	0.1414044	0.00025
2015.5411	-0.05387	0.1410644	0.00595
2015.54384	-0.05644	0.1436444	0.00802
2015.54658	-0.05766	0.1410844	0.01686
2015.54932	-0.05421	0.1432144	0.01022
2015.55205	-0.05404	0.1406044	0.00127
2015.55479	-0.05514	0.1440244	0.00838
2015.55753	-0.05611	0.1416344	0.00669
2015.56027	-0.05493	0.1408844	0.00594
2015.56301	-0.05562	0.1432844	0.0046
2015.56575	-0.05546	0.1402344	0.00997
2015.56849	-0.05804	0.1446544	-0.00239
2015.57123	-0.05719	0.1430144	0.0045
2015.57397	-0.05417	0.1429044	-0.00639
2015.57671	-0.05705	0.1434944	0.00892
2015.57945	-0.05405	0.1439144	0.00344
2015.58219	-0.05391	0.1428444	0.00582
2015.58493	-0.05148	0.1440844	0.00897
2015.58767	-0.04995	0.1404744	0.00348
2015.59041	-0.05537	0.1458644	0.00465
2015.59315	-0.05296	0.1417644	-0.00406
2015.59589	-0.05667	0.1486244	0.00777
2015.59863	-0.05669	0.1444744	-0.00463
2015.60137	-0.05277	0.1439944	-0.00279
2015.60411	-0.05381	0.1443744	-0.00235
2015.60685	-0.05518	0.1437344	0.00657
2015.60959	-0.05429	0.1445344	0.01008
2015.61233	-0.05429	0.1440644	0.00045
2015.61507	-0.05616	0.1438944	0.00669
2015.61781	-0.05444	0.1428044	0.0109
2015.62055	-0.05491	0.1460544	0.00124
2015.62329	-0.05479	0.1442544	0.00311
2015.62603	-0.05462	0.1465244	0.00452
2015.62877	-0.05101	0.1432344	0.00127
2015.63151	-0.05357	0.1447844	-0.00428
2015.63425	-0.05496	0.1442744	0.00528
2015.63699	-0.05566	0.1426744	0.00287
2015.63973	-0.05703	0.1432444	0.00376
2015.64247	-0.05405	0.1433744	0.0084
2015.64521	-0.05149	0.1428144	-0.00186
2015.64795	-0.05582	0.1455544	0.00383
2015.65068	-0.05477	0.1464244	0.00653
2015.65342	-0.05639	0.1455744	0.00153
2015.65616	-0.05536	0.1424544	0.00851
2015.6589	-0.05494	0.1424444	0.00722
2015.66164	-0.05597	0.1442244	0.00897
2015.66438	-0.05607	0.1455744	0.00518
2015.66712	-0.05481	0.1456244	-0.00472
2015.66986	-0.05678	0.1449644	-0.00175
2015.6726	-0.0558	0.1475244	0.00338
2015.67534	-0.05324	0.1452844	0.00424
2015.67808	-0.05675	0.1442244	0.00455
2015.68082	-0.05718	0.1460344	0.011
2015.68356	-0.0564	0.1449544	0.00411
2015.6863	-0.05581	0.1456344	0.00265
2015.68904	-0.05442	0.1443744	0.00261
2015.69178	-0.05548	0.1445644	0.00027
2015.69452	-0.05522	0.1428544	-0.0025
2015.69726	-0.05737	0.1456144	0.00266
2015.7	-0.05586	0.1459044	0.00359
2015.70274	-0.05631	0.1430844	0.00227
2015.70548	-0.05677	0.1444644	0.00073
2015.70822	-0.05491	0.1451644	0.00103
2015.71096	-0.05512	0.1454544	-0.00365
2015.7137	-0.05556	0.1451244	-0.00008
2015.71644	-0.05682	0.1473944	0.00283
2015.71918	-0.05651	0.1455144	0.00471
2015.72192	-0.05726	0.1481144	0.00531
2015.72466	-0.05579	0.1440144	0.00144
2015.7274	-0.05598	0.1461744	0.00393
2015.73014	-0.05475	0.1459244	-0.00329
2015.73288	-0.0577	0.1472644	0.00284
2015.73562	-0.05642	0.1467744	0.00094
2015.73836	-0.05366	0.1464244	-0.00382
2015.7411	-0.05571	0.1479344	-0.00948
2015.74384	-0.05678	0.1466044	-0.0022
2015.74658	-0.0568	0.1457244	0.00014
2015.74932	-0.05759	0.1450144	0.00106
2015.75205	-0.05639	0.1467644	0.00184
2015.75479	-0.0569	0.1484544	-0.0001
2015.75753	-0.05746	0.1480944	0.00319
2015.76027	-0.05792	0.1474944	0.00158
2015.76301	-0.05876	0.1478044	-0.00034
2015.76575	-0.056	0.1464544	0.00273
2015.76849	-0.05567	0.1474044	0.00484
2015.77123	-0.05653	0.1476144	0.00163
2015.77397	-0.05801	0.1479244	0.00001
2015.77671	-0.05729	0.1470844	0.00089
2015.77945	-0.05838	0.1470044	-0.00156
2015.78219	-0.05687	0.1480344	-0.00296
2015.78493	-0.05785	0.1475444	0.00133
2015.78767	-0.05801	0.1471844	-0.00073
2015.79041	-0.05776	0.1478244	0.00125
2015.79315	-0.05708	0.1480844	-0.00308
2015.79589	-0.05536	0.1480544	-0.0014
2015.79863	-0.05707	0.1483944	0.00078
2015.80137	-0.05742	0.1478844	0.00259
2015.80411	-0.05749	0.1489244	-0.00259
2015.80685	-0.05601	0.1483644	-0.00081
2015.80959	-0.05682	0.1490444	-0.00179
2015.81233	-0.05597	0.1484544	-0.00709
2015.81507	-0.05707	0.1487844	-0.00571
2015.81781	-0.05648	0.1490744	-0.00655
2015.82055	-0.05695	0.1479644	-0.00186
2015.82329	-0.05369	0.1488644	-0.00293
2015.82603	-0.05765	0.1492744	-0.00639
2015.82877	-0.05763	0.1481144	-0.00329
2015.83151	-0.05819	0.1489444	-0.00457
2015.83425	-0.05829	0.1491844	-0.00198
2015.83699	-0.05878	0.1502044	-0.00065
2015.83973	-0.05794	0.1504944	-0.00237
2015.84247	-0.05773	0.1492944	-0.004
2015.84521	-0.05751	0.1498944	-0.00584
2015.84795	-0.05817	0.1498444	-0.00857
2015.85068	-0.05837	0.1504944	-0.01029
2015.85342	-0.05812	0.1501244	-0.00489
2015.85616	-0.05827	0.1506844	-0.00112
2015.8589	-0.05874	0.1507344	-0.00339
2015.86164	-0.0592	0.1512044	-0.00391
2015.86438	-0.05891	0.1505144	-0.00272
2015.86712	-0.05931	0.1512444	0.0009
2015.86986	-0.05891	0.1504044	0.00609
2015.8726	-0.0588	0.1516444	0.00036
2015.87534	-0.05898	0.1520744	0.00012
2015.87808	-0.05778	0.1513144	-0.00157
2015.88082	-0.05823	0.1523444	0.00019
2015.88356	-0.05799	0.1523844	-0.00592
2015.8863	-0.05506	0.1510644	-0.02052
2015.88904	-0.05244	0.1503144	-0.02426
2015.89178	-0.05465	0.1511544	-0.02188
2015.89452	-0.05896	0.1523644	-0.00763
2015.89726	-0.05827	0.1519644	-0.00598
2015.9	-0.05913	0.1517244	-0.00075
2015.90274	-0.05884	0.1516944	0.00399
2015.90548	-0.05888	0.1532744	-0.00191
2015.90822	-0.06037	0.1534544	-0.00423
2015.91096	-0.06098	0.1544444	0.00098
2015.9137	-0.0601	0.1529144	0.0015
2015.91644	-0.05932	0.1523944	-0.00245
2015.91918	-0.05952	0.1525644	0.00476
2015.92192	-0.05962	0.1511444	0.00289
2015.92466	-0.05963	0.1523344	0.00439
2015.9274	-0.05992	0.1534344	-0.00362
2015.93014	-0.0607	0.1528044	-0.00214
2015.93288	-0.06076	0.1541244	-0.00127
2015.93562	-0.06063	0.1542244	-0.00292
2015.93836	-0.06034	0.1545444	-0.00274
2015.9411	-0.06039	0.1543244	-0.00227
2015.94384	-0.0601	0.1532544	-0.00259
2015.94658	-0.06081	0.1552544	-0.00762
2015.94932	-0.06044	0.1531044	-0.0028
2015.95205	-0.06053	0.1531944	-0.00159
2015.95479	-0.06003	0.1536944	-0.00332
2015.95753	-0.06044	0.1530344	-0.0003
2015.96027	-0.06028	0.1540444	-0.00279
2015.96301	-0.06007	0.1549944	-0.00525
2015.96575	-0.06089	0.1538144	-0.00315
2015.96849	-0.06018	0.1553944	-0.00234
2015.97123	-0.05881	0.1538344	-0.00445
2015.97397	-0.06014	0.1539244	-0.00408
2015.97671	-0.06002	0.1546044	-0.00432
2015.97945	-0.05996	0.1545744	-0.00074
2015.98219	-0.06069	0.1544644	0.0006
2015.98493	-0.06048	0.1551544	-0.00318
2015.98767	-0.0608	0.1543344	-0.00124
2015.99041	-0.06119	0.1548444	0.00018
2015.99315	-0.06105	0.1550344	-0.00269
2015.99589	-0.06115	0.1560144	-0.00356
2015.99863	-0.06096	0.1557044	-0.0011
2016.00137	-0.06069	0.1558544	0.00002
2016.0041	-0.06071	0.1555144	0.0028
2016.00683	-0.06067	0.1552044	0.00009
2016.00956	-0.06087	0.1548044	-0.00163
2016.0123	-0.06089	0.1558944	-0.00204
2016.01503	-0.06068	0.1563644	-0.00321
2016.01776	-0.06066	0.1554044	0.00017
2016.02049	-0.06129	0.1557944	0.00067
2016.02322	-0.06081	0.1564644	-0.00214
2016.02596	-0.0606	0.1573244	-0.00293
2016.02869	-0.06121	0.1559244	-0.00291
2016.03142	-0.0612	0.1554744	-0.00136
2016.03415	-0.06159	0.1566344	0.0012
2016.03689	-0.06127	0.1559444	0.00226
2016.03962	-0.0609	0.1570844	0.00149
2016.04235	-0.06104	0.1556044	0.00049
2016.04508	-0.06214	0.1569644	0.00208
2016.04781	-0.06109	0.1546444	0.00582
2016.05055	-0.06016	0.1565844	0.00093
2016.05328	-0.06081	0.1564544	-0.00356
2016.05601	-0.06117	0.1567344	-0.00627
2016.05874	-0.06136	0.1562644	-0.00493
2016.06148	-0.06166	0.1560544	-0.00218
2016.06421	-0.06217	0.1548444	0.00397
2016.06694	-0.0628	0.1572244	0.00146
2016.06967	-0.06227	0.1580944	-0.00007
2016.0724	-0.06179	0.1574944	0.00023
2016.07514	-0.06181	0.1588544	-0.00542
2016.07787	-0.06253	0.1595144	-0.00451
2016.0806	-0.06136	0.1577344	-0.00362
2016.08333	-0.06151	0.1572944	-0.00251
2016.08607	-0.06256	0.1574444	-0.0003
2016.0888	-0.06299	0.1581444	0.00231
2016.09153	-0.06235	0.1578344	0.00088
2016.09426	-0.06249	0.1579744	0.00074
2016.09699	-0.06348	0.1576144	0.0001
2016.09973	-0.06263	0.1576944	0.00054
2016.10246	-0.06253	0.1592444	0.00427
2016.10519	-0.0627	0.1587644	0.00595
2016.10792	-0.06317	0.1588744	0.00231
2016.11066	-0.06323	0.1599544	0.00186
2016.11339	-0.06254	0.1597244	0.00074
2016.11612	-0.06072	0.1577744	-0.00059
2016.11885	-0.06071	0.1576744	-0.00183
2016.12158	-0.06028	0.1578744	0.00238
2016.12432	-0.06245	0.1583944	0.00484
2016.12705	-0.06266	0.1588344	0.00387
2016.12978	-0.06254	0.1587744	0.0045
2016.13251	-0.06141	0.1592744	0.0005
2016.13525	-0.06123	0.1588844	0.00083
2016.13798	-0.06176	0.1590544	0.00111
2016.14071	-0.061	0.1596644	-0.00005
2016.14344	-0.06089	0.1600344	-0.00439
2016.14617	-0.06146	0.1595744	-0.0028
2016.14891	-0.06172	0.1595144	-0.00171
2016.15164	-0.06164	0.1592344	-0.00016
2016.15437	-0.06138	0.1600244	0.00012
2016.1571	-0.06259	0.1597144	0.00256
2016.15984	-0.06365	0.1597144	-0.00174
2016.16257	-0.06327	0.1604544	0.00225
2016.1653	-0.0631	0.1608744	0.00407
2016.16803	-0.06348	0.1607744	0.0039
2016.17077	-0.06313	0.1608644	0.00347
2016.1735	-0.06198	0.1603144	0.00096
2016.17623	-0.06194	0.1608344	-0.00047
2016.17896	-0.06092	0.1606644	0.00341
2016.18169	-0.06075	0.1615744	0.00054
2016.18443	-0.06085	0.1600844	-0.00107
2016.18716	-0.06268	0.1609144	0.00177
2016.18989	-0.06431	0.1615944	0.00174
2016.19262	-0.06281	0.1620544	0.00553
2016.19536	-0.06248	0.1626044	0.0048
2016.19809	-0.06356	0.1621944	0.00337
2016.20082	-0.06459	0.1626544	0.00527
2016.20355	-0.06481	0.1627444	0.00628
2016.20628	-0.06516	0.1644244	0.01011
2016.20902	-0.06397	0.1634844	0.00993
2016.21175	-0.06369	0.1628944	0.01427
2016.21448	-0.06298	0.1629444	0.00438
2016.21721	-0.06491	0.1645744	0.00384
2016.21995	-0.06436	0.1640444	0.00388
2016.22268	-0.06287	0.1638144	0.00459
2016.22541	-0.06237	0.1626544	0.00123
2016.22814	-0.06379	0.1620644	0.00117
2016.23087	-0.06533	0.1634144	0.00106
2016.23361	-0.06492	0.1634644	0.00592
2016.23634	-0.06569	0.1635244	0.00746
2016.23907	-0.06494	0.1645144	0.0038
2016.2418	-0.06475	0.1641944	0.00337
2016.24454	-0.06482	0.1638544	0.00812
2016.24727	-0.06384	0.1642744	0.00702
2016.25	-0.06263	0.1646944	0.00151
2016.25273	-0.06334	0.1637844	-0.00196
2016.25546	-0.06369	0.1633944	0.00374
2016.2582	-0.06424	0.1634344	0.0066
2016.26093	-0.06334	0.1633044	0.00481
2016.26366	-0.06323	0.1621044	0.00343
2016.26639	-0.0629	0.1629144	0.00015
2016.26913	-0.06391	0.1635944	0.00185
2016.27186	-0.06523	0.1639944	0.00497
2016.27459	-0.06492	0.1645644	0.00262
2016.27732	-0.06555	0.1643444	0.00282
2016.28005	-0.06538	0.1644444	0.0066
2016.28279	-0.06313	0.1643844	0.00507
2016.28552	-0.06426	0.1643244	0.00142
2016.28825	-0.06342	0.1634744	-0.00068
2016.29098	-0.06388	0.1651444	0.00138
2016.29372	-0.06411	0.1629444	0.00833
2016.29645	-0.06459	0.1656244	0.00206
2016.29918	-0.0645	0.1636144	0.00196
2016.30191	-0.06473	0.1638544	0.00237
2016.30464	-0.06362	0.1643844	0.00749
2016.30738	-0.06387	0.1656944	0.00828
2016.31011	-0.06452	0.1663444	0.00782
2016.31284	-0.06538	0.1660144	0.00708
2016.31557	-0.064	0.1647044	-0.00047
2016.31831	-0.06438	0.1643444	0.0045
2016.32104	-0.06577	0.1655544	0.00338
2016.32377	-0.0662	0.1649744	0.00818
2016.3265	-0.06668	0.1657844	0.00652
2016.32923	-0.06606	0.1673044	0.00752
2016.33197	-0.0677	0.1674744	0.00425
2016.3347	-0.06635	0.1633244	-0.00055
2016.33743	-0.065	0.1657644	0.00468
2016.34016	-0.06326	0.1641644	0.00214
2016.3429	-0.06348	0.1662544	0.00508
2016.34563	-0.06461	0.1648544	0.00213
2016.34836	-0.06463	0.1654044	0.00392
2016.35109	-0.06539	0.1659944	0.00096
2016.35383	-0.06407	0.1655244	0.00557
2016.35656	-0.06647	0.1680344	0.01056
2016.35929	-0.06822	0.1681144	0.0087
2016.36202	-0.06489	0.1682044	0.0017
2016.36475	-0.06466	0.1678344	0.00326
2016.36749	-0.06409	0.1649344	-0.00092
2016.37022	-0.06589	0.1671844	0.00835
2016.37295	-0.06561	0.1678044	0.01267
2016.37568	-0.06753	0.1678544	0.0049
2016.37842	-0.06666	0.1680344	0.00386
2016.38115	-0.06377	0.1671744	0.00233
2016.38388	-0.06513	0.1670944	0.00443
2016.38661	-0.06501	0.1672744	0.00539
2016.38934	-0.06433	0.1664544	0.00734
2016.39208	-0.06322	0.1678144	0.00546
2016.39481	-0.06431	0.1670144	0.01051
2016.39754	-0.06349	0.1683744	0.00532
2016.40027	-0.06331	0.1682444	0.00784
2016.40301	-0.0653	0.1686344	0.00634
2016.40574	-0.06493	0.1679044	0.00856
2016.40847	-0.06246	0.1691644	0.00744
2016.4112	-0.06452	0.1684644	0.00683
2016.41393	-0.06574	0.1676744	0.00492
2016.41667	-0.06485	0.1693044	0.00446
2016.4194	-0.06539	0.1688944	0.00268
2016.42213	-0.06399	0.1694044	0.00661
2016.42486	-0.06294	0.1694944	0.00302
2016.4276	-0.06731	0.1692944	0.01032
2016.43033	-0.06671	0.1702744	0.00831
2016.43306	-0.0638	0.1707344	0.00834
2016.43579	-0.06592	0.1695744	0.00997
2016.43852	-0.0662	0.1696044	0.01081
2016.44126	-0.06509	0.1692244	0.00516
2016.44399	-0.06613	0.1689544	0.00642
2016.44672	-0.06555	0.1701244	0.01536
2016.44945	-0.0658	0.1685344	0.01281
2016.45219	-0.06524	0.1688244	0.01331
2016.45492	-0.06635	0.1692744	0.0144
2016.45765	-0.06708	0.1701144	0.01476
2016.46038	-0.06518	0.1700944	0.01017
2016.46311	-0.06664	0.1700544	0.00693
2016.46585	-0.06302	0.1710644	0.0027
2016.46858	-0.0672	0.1690644	0.01308
2016.47131	-0.06604	0.1710944	0.00681
2016.47404	-0.0661	0.1711644	0.01154
2016.47678	-0.06361	0.1715944	0.00743
2016.47951	-0.06669	0.1708144	0.00976
2016.48224	-0.06688	0.1709644	0.00916
2016.48497	-0.06496	0.1704744	0.00636
2016.4877	-0.06731	0.1741844	0.02117
2016.49044	-0.06693	0.1711244	0.00335
2016.49317	-0.06656	0.1725644	0.01452
2016.4959	-0.06145	0.1739944	-0.00334
2016.49863	-0.06927	0.1700844	0.01406
2016.50137	-0.06789	0.1722144	0.00579
2016.5041	-0.06425	0.1750244	0.00617
2016.50683	-0.06835	0.1736244	0.01165
2016.50956	-0.06981	0.1723044	0.00835
2016.5123	-0.06831	0.1717344	0.00982
2016.51503	-0.06691	0.1723144	0.01126
2016.51776	-0.06598	0.1746344	0.00962
2016.52049	-0.06596	0.1732744	0.00934
2016.52322	-0.06967	0.1718944	0.01254
2016.52596	-0.0685	0.1748344	0.00549
2016.52869	-0.06579	0.1705944	0.00985
2016.53142	-0.06761	0.1747344	0.01053
2016.53415	-0.06627	0.1715144	0.0016
2016.53689	-0.06746	0.1751444	0.01154
2016.53962	-0.06983	0.1736244	0.01306
2016.54235	-0.06684	0.1729544	0.00942
2016.54508	-0.06659	0.1737144	0.01586
